Time,switch,mode,temp_set,temp_unit_convert,defrost,countdown_left,fault,temp_current,work_state,power_consumption,flow,compressor_strength,temp_top,temp_bottom,coiler_temp,venting_temp,effluent_temp,around_temp,compressor_state,four_valve_state,draught_fan_state,pump_state,backwater,ele_heating_state,defrost_state,temp_set_f,temp_current_f,bottom_temp_f,around_temp_f,venting_temp_f,effluent_temp_f,coiler_temp_f,cur_current,cur_voltage,cur_power,electric_total,lpress,link,flowswitch,sw1,sw2,cancool
20250730 22:06:04,False,Stand,56,c,False,300,0,52,NO,0,OFF,11,11,-50,11,12,11,10,False,False,False,True,False,False,False,59,52,0,10,12,5,546,0,0,0,0,False,False,False,False,False,True
